configuration_path,shape_and_values,optional,constraints,source
$.inbounds[] (Inbound){oneOf:14}.platform (TunPlatformOptions).http_proxy (HTTPProxyOptions).enabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun_platform.go#L10
$.inbounds[] (Inbound){oneOf:14}.platform (TunPlatformOptions).http_proxy (HTTPProxyOptions).match_domain,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun_platform.go#L13
$.inbounds[] (Inbound){oneOf:14}.platform (TunPlatformOptions).http_proxy (HTTPProxyOptions).server,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L149
$.inbounds[] (Inbound){oneOf:14}.platform (TunPlatformOptions).http_proxy (HTTPProxyOptions).server_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L150
$.inbounds[] (Inbound){oneOf:14}.route_address,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L29
$.inbounds[] (Inbound){oneOf:14}.route_address_set,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L30
$.inbounds[] (Inbound){oneOf:14}.route_exclude_address,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L31
$.inbounds[] (Inbound){oneOf:14}.route_exclude_address_set,"{""anyOf"":[{""type"":""string""},{""items"":{""type"":""string""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L32
$.inbounds[] (Inbound){oneOf:14}.stack,"{""enum"":["""",""system"",""gvisor"",""mixed""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L43
$.inbounds[] (Inbound){oneOf:14}.strict_route,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L28
$.inbounds[] (Inbound){oneOf:14}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:14}.type,"{""const"":""tun""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:14}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tun.go#L42
$.inbounds[] (Inbound){oneOf:15}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:15}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:15}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:15}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:15}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:15}.multiplex,"{""$ref"":""#/$defs/InboundMultiplexOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L7
$.inbounds[] (Inbound){oneOf:15}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:15}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:15}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:15}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:15}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:15}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:15}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:15}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:15}.tls,"{""$ref"":""#/$defs/InboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L81
$.inbounds[] (Inbound){oneOf:15}.transport,"{""$ref"":""#/$defs/V2RayTransportOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L8
$.inbounds[] (Inbound){oneOf:15}.type,"{""const"":""vless""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:15}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:15}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:15}.users,"{""items"":{""$ref"":""#/$defs/VLESSUser""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L5
$.inbounds[] (Inbound){oneOf:15}.users[] (VLESSUser).flow,"{""enum"":["""",""xtls-rprx-vision""],""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L14
$.inbounds[] (Inbound){oneOf:15}.users[] (VLESSUser).name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L12
$.inbounds[] (Inbound){oneOf:15}.users[] (VLESSUser).uuid,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vless.go#L13
$.inbounds[] (Inbound){oneOf:16}.bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L69
$.inbounds[] (Inbound){oneOf:16}.detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L81
$.inbounds[] (Inbound){oneOf:16}.disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L73
$.inbounds[] (Inbound){oneOf:16}.listen,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L67
$.inbounds[] (Inbound){oneOf:16}.listen_port,"{""maximum"":65535,""minimum"":0,""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L68
$.inbounds[] (Inbound){oneOf:16}.multiplex,"{""$ref"":""#/$defs/InboundMultiplexOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L7
$.inbounds[] (Inbound){oneOf:16}.netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L72
$.inbounds[] (Inbound){oneOf:16}.reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L71
$.inbounds[] (Inbound){oneOf:16}.routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L70
$.inbounds[] (Inbound){oneOf:16}.tag,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:16}.tcp_fast_open,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L76
$.inbounds[] (Inbound){oneOf:16}.tcp_keep_alive,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L74
$.inbounds[] (Inbound){oneOf:16}.tcp_keep_alive_interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L75
$.inbounds[] (Inbound){oneOf:16}.tcp_multi_path,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L77
$.inbounds[] (Inbound){oneOf:16}.tls,"{""$ref"":""#/$defs/InboundTLSOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/tls.go#L81
$.inbounds[] (Inbound){oneOf:16}.transport,"{""$ref"":""#/$defs/V2RayTransportOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L8
$.inbounds[] (Inbound){oneOf:16}.type,"{""const"":""vmess""}",no in this branch,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L20
$.inbounds[] (Inbound){oneOf:16}.udp_fragment,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L78
$.inbounds[] (Inbound){oneOf:16}.udp_timeout,"{""$ref"":""#/$defs/UDPTimeoutCompat""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/inbound.go#L80
$.inbounds[] (Inbound){oneOf:16}.users,"{""items"":{""$ref"":""#/$defs/VMessUser""},""type"":""array""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L5
$.inbounds[] (Inbound){oneOf:16}.users[] (VMessUser).alterId,"{""type"":""integer""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L14
$.inbounds[] (Inbound){oneOf:16}.users[] (VMessUser).name,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L12
$.inbounds[] (Inbound){oneOf:16}.users[] (VMessUser).uuid,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/vmess.go#L13
$.log,"{""$ref"":""#/$defs/LogOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L15
$.log (LogOptions).disabled,"{""type"":[""boolean"",""null""]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L41
$.log (LogOptions).level,"{""enum"":["""",""trace"",""debug"",""info"",""warn"",""error"",""fatal"",""panic"",null],""type"":[""string"",""null""]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L42
$.log (LogOptions).output,"{""type"":[""string"",""null""]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L43
$.log (LogOptions).timestamp,"{""type"":[""boolean"",""null""]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L44
$.ntp,"{""$ref"":""#/$defs/NTPOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/options.go#L17
$.ntp (NTPOptions).bind_address_no_port,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L72
$.ntp (NTPOptions).bind_interface,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L69
$.ntp (NTPOptions).connect_timeout,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L77
$.ntp (NTPOptions).detour,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L68
$.ntp (NTPOptions).disable_tcp_keep_alive,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L80
$.ntp (NTPOptions).domain_resolver,"{""$ref"":""#/$defs/DomainResolveOptions""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L85
$.ntp (NTPOptions).domain_strategy,"{""$ref"":""#/$defs/DomainStrategy""}",yes; conditional core requirements still apply,Deprecated: migrated to domain resolver,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L92
$.ntp (NTPOptions).enabled,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ntp.go#L6
$.ntp (NTPOptions).fallback_delay,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L89
$.ntp (NTPOptions).fallback_network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L88
$.ntp (NTPOptions).inet4_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L70
$.ntp (NTPOptions).inet6_bind_address,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L71
$.ntp (NTPOptions).interval,"{""$ref"":""#/$defs/badoption_Duration""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/ntp.go#L7
$.ntp (NTPOptions).netns,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L76
$.ntp (NTPOptions).network_strategy,"{""$ref"":""#/$defs/NetworkStrategy""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L86
$.ntp (NTPOptions).network_type,"{""anyOf"":[{""$ref"":""#/$defs/InterfaceType""},{""items"":{""$ref"":""#/$defs/InterfaceType""},""type"":""array""}]}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L87
$.ntp (NTPOptions).protect_path,"{""type"":""string""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L73
$.ntp (NTPOptions).reuse_addr,"{""type"":""boolean""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L75
$.ntp (NTPOptions).routing_mark,"{""$ref"":""#/$defs/FwMark""}",yes; conditional core requirements still apply,,https://github.com/SagerNet/sing-box/blob/v1.13.21/option/outbound.go#L74
